season,team,1st-half-points-per-game,1st-half-time-of-possession-share-pct,2nd-half-points-per-game,2nd-half-time-of-possession-share-pct,average-scoring-margin,average-team-passer-rating,average-time-of-possession-net-of-ot,completion-pct,defensive-touchdowns-per-game,field-goal-attempts-per-game,field-goals-made-per-game,first-downs-per-game,fourth-down-conversion-pct,fourth-down-conversions-per-game,fumble-recovery-pct,fumbles-lost-per-game,giveaways-per-game,interception-pct,interceptions-per-game,interceptions-thrown-per-game,net-yards-per-punt-attempt,offensive-touchdowns-per-game,opponent-1st-half-points-per-game,opponent-2nd-half-points-per-game,opponent-average-team-passer-rating,opponent-average-time-of-possession-net-of-ot,opponent-completion-pct,opponent-defensive-touchdowns-per-game,opponent-field-goal-attempts-per-game,opponent-field-goals-made-per-game,opponent-first-downs-per-game,opponent-fourth-down-conversion-pct,opponent-fourth-down-conversions-per-game,opponent-net-punt-yards-per-game,opponent-net-yards-per-punt-attempt,opponent-offensive-touchdowns-per-game,opponent-pass-attempts-per-game,opponent-passing-first-down-pct,opponent-passing-first-downs-per-game,opponent-passing-touchdown-pct,opponent-passing-touchdowns-per-game,opponent-passing-yards-per-game,opponent-penalty-first-downs-per-game,opponent-plays-per-game,opponent-points-per-game,opponent-points-per-play,opponent-punt-attempts-per-game,opponent-punts-per-offensive-score,opponent-punts-per-play,opponent-red-zone-scores-per-game,opponent-red-zone-scoring-attempts-per-game,opponent-rushing-attempts-per-game,opponent-rushing-first-down-pct,opponent-rushing-first-downs-per-game,opponent-rushing-play-pct,opponent-rushing-touchdown-pct,opponent-rushing-touchdowns-per-game,opponent-rushing-yards-pct,opponent-rushing-yards-per-game,opponent-third-down-conversion-pct,opponent-third-down-conversions-per-game,opponent-touchdowns-per-game,opponent-two-point-conversion-pct,opponent-yards-per-completion,opponent-yards-per-game,opponent-yards-per-pass-attempt,opponent-yards-per-play,opponent-yards-per-rush-attempt,pass-intercepted-pct,passing-play-pct,passing-touchdowns-per-game,passing-yards-per-game,penalties-per-game,penalty-first-downs-per-game,penalty-yards-per-game,plays-per-game,points-per-play,points-per-play-margin,punt-attempts-per-game,qb-sacked-pct,qb-sacked-per-game,red-zone-scoring-attempts-per-game,red-zone-scoring-pct,rushing-attempts-per-game,rushing-first-downs-per-game,rushing-play-pct,rushing-touchdown-pct,rushing-touchdowns-per-game,rushing-yards-per-game,sack-pct,sacks-per-game,special-teams-touchdowns-per-game,takeaways-per-game,third-down-conversion-pct,third-down-conversions-per-game,touchdowns-per-game,turnover-margin-per-game,two-point-conversion-pct,yards-per-completion,yards-per-pass-attempt,yards-per-play,yards-per-rush-attempt
2020,Denver,8.1,49.56%,12.1,47.04%,-7.7,72.5,28:58,57.01%,0.0,2.2,1.8,19.3,26.67%,0.3,51.28%,0.6,2.0,1.76%,0.6,1.4,41.4,2.1,14.1,13.8,92.1,31:01,65.96%,0.2,2.6,2.4,20.8,50.00%,0.4,153.9,39.1,2.7,35.4,60.36%,12.6,44.68%,1.3,237.9,1.6,65.2,27.9,0.428,3.9,0.7,0.06,1.8,3.8,27.1,31.83%,6.6,41.61%,46.81%,1.4,35.33%,130.0,40.18%,5.5,2.9,33.33%,10.2,367.9,6.7,5.6,4.8,4.14%,57.09%,1.3,215.7,5.1,2.4,41.9,64.4,0.314,-0.114,4.1,5.44%,2.0,2.8,53.33%,27.6,5.9,42.91%,37.14%,0.8,119.9,6.90%,2.6,0.1,1.0,38.68%,5.1,2.2,-1.0,40.00%,10.9,6.6,5.2,4.3
2020,Detroit,11.9,45.76%,11.6,47.24%,-8.9,93.3,27:54,64.26%,0.0,1.8,1.3,21.9,50.00%,0.6,33.33%,0.5,1.3,1.26%,0.4,0.8,44.8,2.8,16.9,15.6,112.4,32:05,68.76%,0.2,1.3,1.0,25.9,61.11%,0.7,113.1,36.2,4.1,34.8,60.96%,15.8,55.88%,2.4,284.9,2.2,66.8,32.4,0.486,3.1,0.6,0.05,2.9,4.1,30.4,30.60%,7.9,45.60%,39.71%,1.7,32.13%,134.9,47.15%,5.7,4.3,83.33%,11.9,419.8,8.2,6.3,4.4,2.23%,62.97%,1.7,256.5,5.9,2.3,53.8,61.9,0.38,-0.106,3.7,6.73%,2.6,3.3,66.04%,22.9,5.8,37.03%,37.78%,1.1,93.7,4.13%,1.5,0.1,0.8,41.15%,4.9,2.8,-0.6,50.00%,11.0,7.6,5.7,4.1
2020,Green Bay,18.2,56.50%,13.3,52.86%,8.3,119.2,32:50,70.16%,0.1,1.1,1.1,22.7,61.90%,0.7,48.28%,0.4,0.7,2.34%,0.8,0.3,37.6,3.9,10.8,12.3,90.8,27:09,64.61%,0.1,1.6,1.4,20.4,57.69%,0.8,145.4,42.2,2.5,33.3,56.25%,11.5,56.25%,1.5,220.1,1.8,60.3,23.2,0.385,3.4,0.8,0.06,1.9,3.2,24.4,35.05%,7.2,40.55%,37.50%,1.0,33.29%,109.8,40.58%,4.7,2.7,100.00%,10.2,329.9,6.6,5.5,4.5,0.98%,56.23%,2.9,262.0,5.1,1.7,40.9,62.8,0.501,0.116,2.9,4.09%,1.4,3.8,76.81%,27.5,7.2,43.77%,24.66%,1.0,131.8,7.13%,2.6,0.0,1.2,50.97%,5.8,4.1,0.4,33.33%,11.0,8.1,6.3,4.8
2020,Houston,11.5,46.22%,12.5,44.46%,-5.0,112.3,27:18,70.15%,0.1,1.9,1.7,20.4,56.25%,0.6,50.00%,0.7,1.1,0.55%,0.2,0.4,41.5,2.7,16.1,12.5,109.6,32:42,69.69%,0.1,1.9,1.6,24.4,52.38%,0.7,127.9,40.1,3.4,33.8,56.92%,13.9,54.55%,1.9,256.5,1.4,66.8,29.0,0.434,3.2,0.6,0.05,2.5,3.9,30.8,37.18%,9.1,46.16%,43.64%,1.5,38.45%,160.3,47.52%,6.0,3.4,75.00%,10.9,416.8,7.6,6.2,5.2,1.28%,63.40%,2.1,283.6,5.0,1.3,38.7,58.8,0.409,-0.026,3.4,8.39%,3.1,3.1,54.00%,21.5,5.2,36.60%,22.73%,0.6,91.6,5.91%,2.1,0.0,0.6,43.01%,5.2,2.8,-0.6,25.00%,11.8,8.9,6.4,4.3
2020,Indianapolis,16.1,52.43%,11.7,51.59%,5.1,95.7,31:10,66.56%,0.2,2.3,1.9,23.0,60.00%,1.1,51.72%,0.2,0.9,2.51%,0.9,0.6,39.5,2.8,13.9,8.9,92.3,28:49,66.16%,0.1,1.5,1.2,20.6,42.86%,0.4,156.1,39.0,2.5,35.1,62.39%,12.9,56.52%,1.5,245.1,1.9,61.8,22.9,0.37,4.0,1.0,0.06,2.0,3.2,24.2,28.21%,5.8,39.14%,36.96%,1.0,27.04%,90.8,41.51%,5.2,2.7,100.00%,10.5,335.9,7.0,5.4,3.8,1.84%,55.87%,1.5,256.6,5.6,2.0,53.5,65.2,0.429,0.058,3.0,3.39%,1.2,3.8,56.92%,28.8,8.2,44.13%,39.62%,1.2,127.0,6.57%,2.5,0.1,1.5,40.65%,5.1,3.1,0.6,57.14%,11.0,7.5,5.9,4.4
2020,Jacksonville,8.7,48.15%,10.4,43.96%,-11.6,83.9,27:48,62.82%,0.1,1.6,1.1,19.4,26.92%,0.4,36.36%,0.6,1.6,2.25%,0.8,1.0,42.4,2.1,16.8,13.8,105.6,32:11,69.42%,0.0,2.4,1.9,24.6,66.67%,0.8,109.1,35.6,3.6,33.3,53.30%,13.1,59.65%,2.1,264.4,2.8,66.8,30.8,0.461,3.1,0.6,0.05,2.5,3.9,32.3,35.53%,8.8,48.41%,40.35%,1.4,36.69%,153.3,43.43%,5.4,3.6,50.00%,11.4,417.7,7.9,6.3,4.7,2.60%,66.20%,1.6,231.2,6.7,1.6,66.9,62.3,0.307,-0.154,4.1,6.67%,2.8,2.8,60.00%,21.1,5.0,33.80%,24.32%,0.6,94.9,3.27%,1.1,0.1,1.1,40.58%,5.3,2.3,-0.5,33.33%,9.6,6.4,5.2,4.5
2020,Kansas City,15.7,48.98%,13.7,52.12%,7.2,107.7,30:14,67.42%,0.1,1.8,1.6,25.0,63.16%,0.7,45.95%,0.6,1.0,2.80%,1.0,0.4,40.5,3.3,11.2,11.2,87.9,29:45,62.31%,0.0,1.7,1.3,22.1,72.00%,1.0,149.9,43.5,2.6,35.7,57.04%,12.6,66.67%,1.8,233.8,2.4,64.0,22.4,0.35,3.4,0.9,0.05,2.2,3.0,26.3,32.16%,7.1,41.06%,31.25%,0.8,34.28%,121.9,40.93%,4.9,2.7,20.00%,10.5,355.8,6.6,5.6,4.6,1.13%,61.82%,2.4,305.2,6.4,1.9,55.9,65.8,0.45,0.1,2.9,3.55%,1.4,3.9,61.43%,25.1,6.9,38.18%,25.00%,0.9,113.1,5.45%,2.1,0.1,1.4,49.53%,5.9,3.6,0.4,100.00%,11.5,8.0,6.4,4.5
2020,LA Chargers,13.7,53.55%,9.9,50.64%,-2.6,97.0,31:39,65.87%,0.1,2.1,1.5,23.3,48.00%,0.8,54.84%,0.4,1.0,2.21%,0.8,0.6,34.1,2.7,12.2,13.9,91.4,28:20,62.62%,0.0,2.0,1.8,20.3,66.67%,0.6,160.8,42.2,2.9,33.9,57.41%,11.6,59.18%,1.8,223.6,1.6,62.3,26.6,0.427,3.8,0.8,0.06,2.0,3.4,26.7,34.57%,7.0,42.83%,34.69%,1.1,34.89%,119.8,43.63%,5.6,3.1,60.00%,10.5,343.4,6.6,5.5,4.5,1.59%,58.65%,1.9,270.6,5.3,2.3,44.4,70.4,0.341,-0.087,3.8,5.14%,2.1,3.5,57.14%,29.1,6.9,41.35%,26.67%,0.8,111.5,4.74%,1.7,0.0,1.2,44.20%,6.2,2.8,0.2,40.00%,10.5,7.3,5.4,3.8
2020,LA Rams,11.8,54.14%,11.6,51.38%,4.0,89.1,31:39,66.20%,0.3,1.9,1.6,21.4,40.00%,0.4,45.95%,0.6,1.4,2.45%,0.8,0.8,39.7,2.4,12.1,7.2,81.7,28:20,62.36%,0.2,1.7,1.4,17.7,43.48%,0.6,231.4,44.3,1.9,33.9,59.56%,10.6,53.85%,1.2,193.8,1.1,62.1,19.3,0.311,5.2,1.4,0.08,1.7,2.9,24.9,34.17%,6.1,40.16%,35.90%,0.8,33.83%,99.1,35.74%,4.7,2.2,0.00%,9.2,292.9,5.7,4.7,4.0,2.18%,55.75%,1.2,240.6,4.2,1.3,39.2,67.2,0.347,0.036,4.4,4.75%,1.8,3.6,57.81%,29.7,7.7,44.25%,43.75%,1.2,126.6,8.67%,3.2,0.0,1.3,41.37%,5.7,2.7,-0.1,100.00%,10.2,7.1,5.5,4.3
2020,Las Vegas,13.3,47.01%,13.7,55.57%,-2.8,100.4,30:38,66.97%,0.0,2.2,2.1,22.4,76.19%,1.0,38.24%,1.0,1.6,1.72%,0.6,0.6,40.1,3.0,14.3,15.2,95.3,29:21,63.79%,0.2,2.4,2.0,23.8,82.35%,0.9,115.4,38.5,3.3,36.3,58.53%,13.9,50.91%,1.8,263.3,2.8,64.9,29.9,0.46,3.0,0.6,0.05,2.6,4.3,27.4,29.92%,7.1,42.16%,43.64%,1.5,32.34%,125.8,48.78%,6.3,3.4,66.67%,11.4,389.1,7.3,6.0,4.6,1.81%,55.89%,1.8,263.6,6.1,2.0,53.5,64.8,0.419,-0.041,2.8,4.84%,1.8,3.7,54.24%,28.6,7.6,44.11%,41.67%,1.3,119.8,3.49%,1.3,0.0,0.9,45.96%,5.7,3.0,-0.7,100.00%,11.4,8.0,5.9,4.2
2020,Miami,13.4,49.83%,11.9,54.43%,4.1,91.2,31:16,66.19%,0.1,2.4,2.3,21.6,80.00%,0.5,56.76%,0.4,1.3,3.30%,1.1,0.8,39.8,2.4,10.8,10.3,87.0,28:43,62.94%,0.1,1.4,1.1,21.0,46.15%,0.8,158.9,38.5,2.4,34.1,57.44%,12.1,51.22%,1.3,251.5,1.9,62.4,21.1,0.339,4.1,1.1,0.07,1.7,2.9,25.8,33.63%,7.1,41.28%,41.46%,1.1,31.63%,116.4,31.18%,3.6,2.6,--,11.7,367.9,7.4,5.9,4.5,2.33%,58.08%,1.5,233.5,4.6,2.4,39.7,63.8,0.396,0.057,4.3,5.73%,2.1,3.8,58.33%,26.8,6.3,41.92%,35.71%,0.9,105.5,7.00%,2.6,0.1,1.8,38.61%,4.9,2.6,0.6,66.67%,10.1,7.0,5.3,3.9
2020,Minnesota,10.9,47.23%,15.8,52.00%,-2.8,105.0,29:34,67.64%,0.0,1.4,0.9,23.9,56.52%,0.8,48.72%,0.6,1.4,2.77%,0.9,0.8,36.7,3.4,13.2,16.5,97.0,30:25,66.17%,0.2,2.4,2.2,22.9,70.83%,1.1,111.3,42.4,3.1,33.8,56.83%,13.0,56.60%,1.9,258.8,1.4,64.8,29.7,0.458,2.6,0.5,0.04,2.1,3.6,29.5,37.16%,8.5,45.56%,35.85%,1.2,34.19%,134.4,39.46%,4.6,3.3,42.86%,11.6,393.3,7.7,6.1,4.6,2.52%,54.25%,2.2,250.6,5.1,2.0,40.6,63.9,0.42,-0.038,3.5,7.03%,2.4,3.7,71.19%,29.3,8.7,45.75%,36.36%,1.3,142.7,4.08%,1.4,0.0,1.4,40.88%,4.6,3.4,-0.1,66.67%,11.5,8.3,6.2,4.9
2020,NY Giants,9.1,44.58%,8.4,51.09%,-4.8,79.6,28:42,62.09%,0.1,2.0,1.9,18.6,63.64%,0.9,43.48%,0.7,1.4,1.92%,0.7,0.7,38.8,1.6,11.6,10.8,93.2,31:18,67.60%,0.1,2.3,2.0,22.1,61.11%,0.7,138.8,40.4,2.3,35.9,60.91%,13.4,57.89%,1.4,237.9,1.4,65.4,22.3,0.341,3.4,0.8,0.05,1.9,3.7,27.0,32.58%,7.2,41.30%,36.84%,0.9,31.88%,111.4,44.61%,5.7,2.4,14.29%,9.8,349.3,6.6,5.3,4.1,2.13%,58.70%,0.8,189.1,5.1,1.8,39.6,60.4,0.29,-0.051,4.1,8.82%,3.1,2.6,46.34%,24.9,5.7,41.30%,48.15%,0.8,110.5,6.51%,2.5,0.0,1.4,36.36%,4.5,1.7,0.0,50.00%,9.4,6.5,5.0,4.4
2020,NY Jets,7.9,51.45%,7.3,41.55%,-13.4,75.9,27:53,58.52%,0.1,1.8,1.3,16.8,38.89%,0.4,40.00%,0.3,1.2,1.65%,0.6,0.9,37.2,1.6,15.1,13.5,103.2,32:06,69.09%,0.2,2.2,1.8,23.8,41.67%,0.3,129.1,38.3,3.1,37.8,61.68%,14.7,64.15%,2.1,275.6,2.9,67.6,28.6,0.423,3.4,0.7,0.05,2.3,3.8,27.8,26.25%,6.3,41.17%,30.19%,1.0,28.90%,112.0,44.55%,5.6,3.3,0.00%,10.5,387.6,7.3,5.7,4.0,2.81%,57.17%,1.0,174.8,6.3,1.8,59.5,59.3,0.256,-0.166,5.1,7.93%,2.7,2.4,42.11%,25.4,5.9,42.83%,34.62%,0.6,105.2,4.87%,1.9,0.0,1.2,33.98%,4.4,1.6,0.0,50.00%,9.6,6.2,4.7,4.1
2020,New England,8.9,47.74%,11.5,48.80%,-1.7,81.1,28:57,64.32%,0.1,1.8,1.6,20.8,52.94%,0.6,60.00%,0.3,1.2,3.64%,1.1,0.9,45.6,2.0,11.5,10.6,89.3,31:02,67.41%,0.1,1.7,1.4,21.2,56.25%,0.6,123.3,37.9,2.4,30.9,55.16%,11.7,53.66%,1.4,222.3,1.3,61.4,22.1,0.359,3.3,0.8,0.05,2.0,3.1,29.0,38.64%,8.2,47.25%,41.46%,1.1,37.16%,131.4,40.86%,4.8,2.6,100.00%,10.7,353.8,7.2,5.8,4.5,3.18%,48.72%,0.8,180.6,3.9,2.0,33.4,61.2,0.333,-0.026,3.4,7.76%,2.3,3.0,54.17%,31.4,8.9,51.28%,55.56%,1.3,146.6,4.63%,1.5,0.1,1.4,40.86%,4.8,2.3,0.2,33.33%,10.2,7.1,5.3,4.7
2020,New Orleans,15.4,52.06%,13.3,54.35%,8.2,101.5,31:46,70.13%,0.1,1.7,1.4,23.0,64.71%,0.6,56.25%,0.6,1.2,2.91%,1.0,0.6,41.4,3.5,10.9,9.9,84.5,28:13,59.77%,0.0,1.7,1.4,19.5,53.13%,0.9,166.1,38.8,2.4,34.4,58.69%,11.4,72.09%,1.7,214.0,2.8,61.7,20.9,0.339,4.3,1.1,0.07,2.1,3.2,24.7,27.07%,5.3,40.00%,27.91%,0.7,30.33%,93.2,37.61%,4.9,2.4,50.00%,10.4,307.2,6.2,5.0,3.8,1.85%,53.05%,1.8,233.9,5.9,1.7,58.8,65.6,0.443,0.104,3.7,4.79%,1.7,4.1,71.62%,30.8,9.1,46.95%,48.44%,1.7,138.4,7.06%,2.6,0.0,1.4,46.61%,6.1,3.6,0.2,0.00%,10.1,7.4,5.7,4.5
2020,Philadelphia,10.3,51.35%,10.6,45.26%,-5.3,72.9,28:57,55.85%,0.1,1.2,0.9,21.0,42.86%,0.9,63.46%,0.6,1.8,1.51%,0.5,1.3,40.6,2.4,12.9,13.2,102.4,31:02,68.68%,0.1,2.0,1.7,21.3,38.89%,0.4,186.3,42.0,2.9,33.1,61.47%,13.1,56.25%,1.7,237.4,2.1,66.3,26.1,0.394,4.4,0.9,0.07,2.1,3.2,30.1,28.82%,6.1,45.38%,41.67%,1.3,34.63%,125.8,37.91%,5.0,3.0,--,10.4,363.1,7.2,5.5,4.2,3.34%,62.20%,1.4,207.9,6.7,2.8,53.3,66.6,0.313,-0.081,4.6,9.80%,4.1,2.9,60.87%,25.2,7.1,37.80%,38.10%,1.0,126.7,8.46%,3.1,0.1,1.2,37.27%,5.1,2.6,-0.6,37.50%,10.0,6.2,5.0,5.0
2020,Pittsburgh,13.3,52.16%,13.4,50.93%,5.5,92.7,30:55,65.61%,0.2,1.5,1.4,20.9,59.09%,0.8,58.54%,0.5,1.4,3.21%,1.1,0.9,39.3,3.1,12.0,9.2,79.0,29:04,56.96%,0.1,1.5,1.3,17.7,25.00%,0.3,206.3,40.8,2.4,32.9,58.14%,10.3,59.52%,1.5,198.4,1.4,62.4,21.2,0.339,5.1,1.3,0.08,1.6,2.9,26.2,33.89%,6.0,41.94%,35.71%,0.9,36.15%,112.4,37.71%,5.2,2.5,66.67%,10.6,310.8,6.0,5.0,4.3,2.07%,65.48%,2.3,264.9,5.0,2.1,42.1,66.3,0.402,0.063,4.7,1.90%,0.8,3.3,66.07%,22.9,5.1,34.52%,23.64%,0.8,82.5,9.09%,3.3,0.0,1.6,42.86%,6.2,3.2,0.2,37.50%,9.5,6.4,5.2,3.6
2020,San Francisco,10.8,55.33%,12.7,49.28%,-0.9,90.1,31:23,65.09%,0.1,1.6,1.4,21.9,40.00%,0.4,33.33%,0.9,1.9,2.23%,0.8,1.1,41.6,2.8,11.2,13.2,88.6,28:36,63.50%,0.3,2.3,2.1,19.4,65.00%,0.8,188.9,43.8,2.3,33.6,56.59%,11.0,59.52%,1.6,207.9,2.1,62.3,24.4,0.391,4.3,0.9,0.07,1.6,2.8,26.9,32.80%,6.4,43.13%,28.57%,0.8,33.86%,106.4,35.50%,4.4,2.6,50.00%,9.8,314.4,6.2,5.0,4.0,2.98%,58.22%,1.6,252.1,5.3,2.0,45.7,65.4,0.359,-0.032,4.2,6.40%,2.4,3.4,67.27%,27.3,6.3,41.78%,42.22%,1.2,118.1,5.29%,1.9,0.0,1.3,39.09%,4.8,2.8,-0.7,0.00%,10.9,7.6,5.7,4.3
2020,Seattle,13.2,49.68%,15.0,49.07%,4.6,103.5,29:32,67.63%,0.0,1.5,1.5,21.6,56.25%,0.5,51.52%,0.4,1.2,2.00%,0.8,0.8,45.0,3.4,10.4,13.1,90.0,30:27,66.09%,0.1,2.2,1.9,23.1,40.00%,0.6,150.9,40.7,2.5,41.1,66.33%,15.3,53.33%,1.4,278.2,1.5,69.6,23.6,0.339,3.7,0.8,0.05,2.2,3.5,25.6,27.04%,6.2,36.77%,42.22%,1.1,26.36%,99.6,45.38%,6.4,2.6,33.33%,10.2,377.8,6.8,5.4,3.9,2.37%,59.59%,2.5,240.2,5.5,1.7,42.5,63.5,0.444,0.105,4.1,8.24%,3.1,3.4,73.68%,25.6,6.9,40.41%,26.32%,0.9,123.9,6.55%,2.9,0.0,1.3,38.42%,4.6,3.4,0.1,50.00%,10.2,7.5,5.7,4.8
2020,Tampa Bay,15.6,48.02%,15.1,48.58%,8.4,101.0,28:58,63.95%,0.1,2.1,1.9,22.6,62.50%,0.5,55.26%,0.3,1.1,2.69%,1.1,0.8,39.7,3.6,13.0,9.3,92.0,31:01,67.88%,0.1,1.6,1.4,20.3,53.85%,0.7,165.2,41.3,2.5,39.2,66.49%,13.5,70.00%,1.8,249.4,1.7,64.3,22.3,0.347,4.0,1.0,0.06,2.0,3.2,22.2,24.94%,5.1,34.56%,24.00%,0.6,24.60%,81.4,42.21%,5.4,2.6,20.00%,9.4,330.7,6.4,5.1,3.7,2.04%,62.51%,2.6,287.1,5.1,2.5,42.6,64.2,0.479,0.132,3.4,3.54%,1.4,3.9,64.86%,24.1,5.3,37.49%,27.54%,1.0,98.1,6.88%,2.9,0.0,1.7,44.92%,5.6,3.6,0.6,0.00%,11.6,7.7,6.0,4.1
2020,Tennessee,14.7,45.05%,14.2,49.41%,2.6,104.8,28:12,65.36%,0.1,1.8,1.3,23.1,64.71%,0.6,50.00%,0.3,0.8,2.45%,0.9,0.5,40.6,3.5,13.5,13.5,96.7,31:47,67.28%,0.0,1.5,1.4,24.3,57.69%,0.9,116.0,42.0,3.3,38.5,61.74%,15.0,63.16%,2.1,270.8,1.9,67.1,27.0,0.403,2.8,0.6,0.04,2.7,4.0,27.2,30.51%,7.4,40.53%,35.09%,1.2,32.02%,127.6,51.98%,6.9,3.4,12.50%,10.5,398.4,7.0,5.9,4.7,1.57%,49.72%,2.0,224.2,5.2,2.2,46.6,63.5,0.467,0.064,3.2,4.84%,1.5,3.9,74.24%,31.9,8.4,50.28%,41.27%,1.5,161.2,3.54%,1.4,0.1,1.4,45.36%,5.2,3.7,0.6,57.14%,11.4,7.8,6.1,5.0
2020,Washington,8.4,48.48%,12.7,51.02%,-0.1,80.0,29:50,64.34%,0.2,2.1,1.6,20.3,55.00%,0.6,44.68%,0.6,1.6,2.81%,0.9,1.0,43.8,2.2,15.1,6.1,83.0,30:09,61.86%,0.1,1.8,1.6,18.5,37.50%,0.5,194.2,43.4,2.2,33.5,56.83%,10.5,57.50%,1.4,201.9,1.7,63.3,21.2,0.335,4.5,1.1,0.07,1.4,2.8,26.9,33.97%,6.3,42.47%,37.50%,0.9,36.19%,114.5,37.83%,5.1,2.4,0.00%,9.8,316.5,6.0,5.0,4.3,2.64%,62.23%,1.0,220.8,5.2,1.8,42.5,65.9,0.32,-0.015,4.6,7.46%,3.1,3.0,58.82%,24.9,6.8,37.77%,50.00%,1.2,99.8,8.08%,2.9,0.0,1.4,39.75%,5.6,2.4,-0.2,14.29%,9.0,6.4,4.9,4.0
2021,Arizona,12.7,48.57%,12.8,54.30%,3.3,97.4,30:51,69.44%,0.1,2.1,1.7,21.2,58.06%,1.0,69.49%,0.2,0.9,2.25%,0.7,0.7,42.1,2.8,11.9,10.3,95.6,29:08,65.80%,0.1,1.7,1.4,19.6,46.67%,0.8,146.3,41.8,2.4,32.2,57.67%,11.3,69.57%,1.8,215.6,2.0,60.3,22.2,0.369,3.5,0.9,0.06,1.9,3.1,25.8,32.10%,6.3,42.77%,23.91%,0.6,35.03%,116.2,38.64%,4.7,2.6,100.00%,10.2,331.8,6.7,5.5,4.5,2.08%,56.44%,1.5,244.3,6.7,1.5,57.8,65.6,0.39,0.021,3.2,6.16%,2.3,3.7,60.61%,28.6,7.4,43.56%,45.28%,1.3,118.7,6.76%,2.3,0.0,1.5,43.48%,5.6,2.9,0.6,25.00%,10.1,7.6,5.5,4.2
2021,Atlanta,10.9,48.89%,7.5,44.99%,-8.6,86.6,28:09,65.79%,0.1,1.7,1.6,18.0,41.67%,0.6,45.65%,0.6,1.5,2.08%,0.7,0.9,40.3,1.8,12.8,14.2,97.4,31:50,67.76%,0.2,1.6,1.5,22.5,50.00%,0.6,131.5,42.2,2.9,33.9,55.87%,12.6,56.36%,1.8,232.5,1.5,65.5,27.0,0.412,3.1,0.7,0.05,2.6,4.1,30.5,37.34%,8.4,46.59%,34.55%,1.1,36.20%,131.9,48.39%,6.2,3.2,55.56%,10.1,364.4,6.8,5.6,4.3,2.62%,60.93%,1.2,218.4,5.4,2.1,44.3,59.2,0.311,-0.101,3.9,6.53%,2.4,3.2,53.70%,23.1,4.4,39.07%,33.33%,0.6,85.4,3.03%,1.1,0.0,1.2,38.86%,4.8,1.9,-0.4,33.33%,9.8,7.0,5.1,3.7
2021,Baltimore,10.0,55.26%,12.2,52.69%,-0.3,84.4,32:12,64.81%,0.1,2.2,2.1,23.2,66.67%,1.1,55.88%,0.5,1.5,1.45%,0.5,1.1,40.0,2.3,10.3,12.2,99.4,27:47,63.93%,0.2,1.6,1.2,20.0,61.11%,0.6,193.4,39.6,2.6,36.5,68.24%,13.6,64.58%,1.8,278.9,1.6,60.8,23.1,0.379,4.9,1.2,0.08,1.6,2.9,22.2,23.82%,4.8,36.59%,27.08%,0.8,23.24%,84.5,34.83%,4.1,2.8,20.00%,11.9,363.4,7.6,6.0,3.8,2.95%,56.37%,1.2,233.0,6.0,1.5,50.1,69.7,0.327,-0.053,4.2,8.53%,3.4,3.3,60.71%,30.4,9.4,43.63%,43.90%,1.1,145.8,5.19%,2.0,0.0,0.9,36.44%,4.8,2.4,-0.6,25.00%,10.0,7.0,5.4,4.8
2021,Buffalo,14.0,52.18%,15.8,51.93%,11.5,97.1,31:24,64.57%,0.1,1.7,1.5,23.7,57.69%,0.8,61.22%,0.3,1.2,3.43%,1.1,0.8,37.0,3.6,8.9,8.8,70.1,28:35,57.84%,0.0,1.5,1.3,17.6,52.50%,1.1,166.0,39.4,2.0,32.2,51.34%,9.1,43.59%,0.9,176.7,2.3,60.4,18.3,0.303,4.2,1.3,0.07,1.5,2.7,25.7,35.82%,6.3,42.60%,53.85%,1.1,38.90%,112.5,33.61%,4.3,2.1,60.00%,9.5,289.2,5.5,4.8,4.4,2.23%,59.21%,2.4,258.2,6.3,1.6,54.8,66.3,0.449,0.146,3.0,3.89%,1.5,4.5,66.28%,27.1,8.3,40.79%,33.33%,1.2,131.2,7.13%,2.5,0.0,1.7,47.33%,6.1,3.6,0.5,57.14%,10.6,7.1,5.9,4.8
2021,Carolina,10.7,53.26%,7.2,48.77%,-5.9,68.5,30:43,58.10%,0.0,1.7,1.5,18.9,41.18%,0.8,41.30%,0.5,1.7,1.75%,0.5,1.2,38.3,1.8,10.2,13.2,95.0,29:16,65.44%,0.1,2.2,1.9,18.3,57.14%,0.7,182.6,41.4,2.5,30.3,54.66%,10.0,57.78%,1.5,192.1,1.7,60.5,23.8,0.393,4.4,1.0,0.07,2.1,3.1,27.9,36.01%,6.6,46.11%,35.56%,0.9,37.20%,113.8,37.79%,4.8,2.6,22.22%,9.7,305.9,6.3,5.1,4.1,3.51%,58.86%,0.8,190.5,6.3,1.8,50.8,65.1,0.275,-0.118,4.4,7.99%,3.1,2.8,53.19%,26.8,6.9,41.14%,53.13%,1.0,108.4,7.04%,2.3,0.1,0.9,35.74%,4.9,1.9,-0.8,75.00%,9.3,6.0,4.6,4.0
